Incident_ID,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop
A-2143736,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2033349,False,False,True,False,False,False,False,False,False,False,False,True,False
A-4632950,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6394116,False,False,True,False,False,False,False,False,False,False,False,True,False
A-3093208,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1790230,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5529077,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2939674,False,False,False,False,False,False,False,False,False,False,False,False,False
A-334476,False,False,False,False,False,False,False,False,False,False,False,False,False
A-300192,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1180290,False,False,False,False,False,False,False,False,True,False,False,True,False
A-3767667,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7656623,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2828041,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1372919,False,False,False,False,False,False,False,False,False,False,False,False,False
A-286370,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5858592,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2313440,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1522252,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1414139,False,False,True,False,False,True,False,False,False,False,False,True,False
A-1319089,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1868095,False,False,True,True,False,False,False,False,False,False,False,True,False
A-2273472,False,False,False,False,False,False,False,False,False,False,False,False,False
A-291033,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1636106,False,False,False,False,False,False,False,False,True,False,False,True,False
A-7363331,False,False,False,False,True,False,False,False,False,False,False,False,False
A-3899960,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3406098,False,False,True,True,False,False,False,False,False,False,False,True,False
A-3515447,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2138925,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2443380,False,False,True,False,False,False,False,False,False,False,False,True,False
A-289397,False,False,True,False,False,False,False,False,False,False,False,False,False
A-6173879,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5488546,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1307556,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1694311,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3262678,False,False,True,False,False,False,False,False,False,False,False,False,False
A-2724334,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6242250,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2104229,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7592574,False,False,False,False,False,False,False,False,False,False,False,False,False
A-385248,False,False,False,False,True,False,False,False,False,False,False,False,False
A-5849125,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2315670,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3260442,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5880284,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4172612,False,False,False,False,False,False,False,False,False,False,False,False,False
A-391625,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2376646,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1805561,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2551823,False,False,False,False,True,False,False,False,False,False,False,False,False
A-294703,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2007633,False,False,False,False,False,False,False,False,False,False,False,False,False
A-393823,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2329410,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4513686,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6136554,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7043317,False,False,True,False,False,False,False,False,False,False,False,True,False
A-733213,False,False,False,False,False,False,False,False,False,False,False,False,False
A-300903,False,False,False,False,False,False,False,False,False,False,False,False,False
A-264368,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2508295,False,False,True,False,False,False,False,False,False,False,False,True,False
A-6902406,False,False,False,False,False,False,False,False,False,False,False,False,False
A-579216,False,False,True,False,False,False,True,False,False,False,False,False,False
A-931836,False,False,False,False,False,False,False,False,True,False,False,True,False
A-1166051,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2168667,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3218078,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6573191,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6138016,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1235096,False,False,True,True,False,False,False,False,False,False,False,True,False
A-3142661,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5570129,False,False,False,False,False,True,False,False,False,False,False,False,False
A-2698873,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7012730,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5443775,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4633622,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7038928,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3287042,False,False,True,False,False,False,False,False,False,False,False,True,False
A-6921965,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2476151,False,False,False,False,False,False,False,False,False,False,False,False,False
A-433185,False,False,True,False,False,False,False,False,False,False,False,True,False
A-812675,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1190820,False,False,False,False,True,False,False,False,False,False,False,False,False
A-487664,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2331689,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5844891,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3993920,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3437571,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2398464,False,False,False,False,False,False,False,False,False,False,False,True,False
A-970074,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2495887,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1738290,False,False,False,False,False,False,False,False,False,False,False,False,False
A-294585,False,False,False,False,False,False,False,False,False,False,False,False,False
A-897129,False,False,False,False,True,False,False,False,False,False,False,False,False
A-7767865,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1792970,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6977008,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1021408,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3441393,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4060889,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1369574,False,False,False,False,False,False,False,False,False,False,False,False,False
A-430769,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2862625,False,False,False,False,False,False,False,False,False,False,False,False,False
A-287002,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2310330,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1227405,False,False,False,False,False,False,False,False,False,False,False,False,False
A-450584,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2600944,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3095533,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6278878,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6680222,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1554994,False,False,False,False,False,False,False,False,False,False,False,False,False
A-432621,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1278831,False,False,True,False,False,False,True,False,False,False,False,False,False
A-4148900,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2043447,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6288560,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6892780,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5268339,False,False,True,False,False,False,False,False,False,False,False,False,False
A-3093040,False,False,True,False,False,False,False,False,False,False,False,True,False
A-4005241,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6716166,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2999838,False,False,False,False,False,False,False,False,False,True,False,False,False
A-4152745,False,False,True,False,False,False,False,False,False,False,False,False,False
A-2837975,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2315761,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2286023,False,False,False,False,False,False,False,False,False,False,False,False,False
A-389386,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1748959,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4735229,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1999461,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1412936,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2888365,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7058152,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1709586,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3147230,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1746165,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4558180,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2788807,False,False,True,False,False,False,False,False,False,False,False,True,False
A-3434816,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5399704,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2385288,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1562536,False,False,False,False,False,False,False,False,False,False,False,True,False
A-798908,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6548817,False,False,False,False,False,False,False,False,False,False,False,False,False
A-305151,False,False,False,False,False,False,False,False,False,False,False,True,False
A-270971,False,False,False,False,False,False,False,False,False,True,False,False,False
A-1213154,False,False,False,False,False,False,False,False,False,False,False,True,False
A-280869,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2165099,False,False,False,False,False,False,False,False,False,False,False,False,False
A-387720,False,False,False,False,False,False,False,False,False,False,False,True,False
A-275052,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2263038,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2115236,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7660709,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1943189,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5267705,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3129443,True,False,False,False,False,False,False,False,False,False,False,True,False
A-2617583,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4757332,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1712207,False,False,False,False,True,False,False,False,False,False,False,False,False
A-6789160,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3811256,False,False,False,False,False,False,False,False,False,False,False,False,False
A-718045,False,False,False,False,False,False,False,False,False,False,False,True,False
A-484130,False,False,False,False,False,False,False,False,False,False,False,False,False
A-275182,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3594358,False,False,False,False,True,False,False,False,False,False,False,False,False
A-6320604,False,False,False,False,False,False,False,False,False,False,False,False,False
A-599467,False,False,False,False,False,False,False,False,False,False,False,False,False
A-280063,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5900567,False,False,False,False,False,False,False,False,False,False,False,False,False
A-387194,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2813301,False,False,True,False,False,False,False,False,False,False,False,True,False
A-934357,False,False,False,True,False,False,False,False,False,False,False,False,False
A-5066149,False,False,False,False,False,False,False,False,False,False,False,False,False
A-864691,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6546806,False,False,False,False,False,False,False,False,False,False,False,False,False
A-268947,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5185390,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2151319,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2765651,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1290432,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1636687,False,False,False,False,False,False,False,False,False,False,False,False,False
A-263584,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4320855,False,False,False,False,False,False,False,False,False,False,False,False,False
A-694394,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1044202,False,False,True,False,False,False,False,False,False,False,False,False,False
A-1616351,False,False,False,False,False,False,False,False,False,False,False,False,False
A-693937,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2198009,False,False,False,False,False,False,False,False,False,False,False,False,False
A-283302,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2129657,False,False,False,False,False,False,False,False,False,False,False,True,False
A-510093,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4308210,False,False,True,False,False,False,False,False,False,False,False,True,False
A-392614,True,False,False,False,False,False,False,False,False,False,False,True,False
A-3851473,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1962454,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2603421,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1562581,False,False,False,False,False,False,False,False,False,False,False,False,False
A-485492,False,False,False,False,True,False,False,False,False,False,False,False,False
A-7503604,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7588168,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7012714,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3966390,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5719720,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1752890,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5686548,False,False,False,False,False,False,False,False,False,True,False,False,False
