Incident_ID,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop
A-1715197,False,False,False,False,False,False,False,False,False,False,False,True,False
A-587530,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1741214,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2982074,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2020452,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1541263,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1712703,False,False,False,False,False,False,False,False,False,False,False,False,False
A-824998,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5340536,False,False,False,False,False,False,False,False,False,False,False,False,False
A-741078,False,False,False,False,False,False,False,False,False,False,False,False,False
A-289036,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5425755,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7145730,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2226873,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1999967,False,False,False,False,False,False,False,False,False,True,False,False,False
A-6864593,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3570438,False,False,False,False,True,False,False,False,False,False,False,False,False
A-6878456,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2138980,False,False,False,False,True,False,False,False,False,False,False,False,False
A-267525,False,False,False,False,False,False,False,False,False,False,False,False,False
A-286475,False,False,True,False,False,False,False,False,False,True,False,False,False
A-593441,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2935889,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3070798,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2662685,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1846483,False,False,False,False,False,False,False,False,False,False,False,True,False
A-306305,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3444892,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1846144,False,False,True,False,False,False,True,False,False,False,False,False,False
A-887869,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4391473,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5206627,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2229391,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2551405,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2682569,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1778541,False,False,False,False,False,False,False,False,False,False,False,True,False
A-293514,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5214771,False,False,True,False,False,False,False,False,False,False,False,True,False
A-5912021,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2788958,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1258159,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3172297,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3626120,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2560370,False,False,True,False,False,False,False,False,True,False,False,True,False
A-1317219,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4549636,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5024916,False,False,False,False,False,False,False,False,False,False,False,False,False
A-393533,False,False,False,False,False,False,False,False,False,True,False,False,False
A-3402046,False,False,False,False,False,False,False,False,False,False,False,False,False
A-277521,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2535148,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1186095,False,False,False,False,False,False,False,False,False,False,False,False,False
A-305388,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1278845,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4067887,False,False,False,False,False,False,False,False,False,False,False,False,False
A-894270,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3218589,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1329965,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6877137,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6644770,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3983367,False,False,False,False,False,False,False,False,False,False,False,False,False
A-391676,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4066007,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1935950,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2531097,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1729747,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5097472,False,False,False,False,False,False,False,False,False,False,False,False,False
A-514325,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1065970,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2179651,False,False,False,False,False,False,False,False,False,False,False,False,False
A-486716,False,False,True,False,False,False,False,False,False,False,False,True,False
A-730475,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1914912,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5249609,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5823744,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5862073,False,False,False,False,False,False,False,False,False,False,False,False,False
A-508620,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1875010,False,False,False,False,False,False,False,False,False,False,False,True,False
A-270551,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1015158,False,False,True,False,False,False,False,False,False,False,False,True,False
A-3438300,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2999821,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2884424,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5381873,False,False,False,False,False,False,False,False,False,False,False,False,False
A-300495,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2648291,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1756092,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4950399,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6908336,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2906469,False,False,True,False,False,False,False,False,False,False,False,True,False
A-5715593,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1452512,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2719388,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6048159,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2853607,False,False,False,False,False,False,False,False,False,False,False,False,False
A-388537,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2884447,False,False,False,False,False,False,False,False,False,False,False,False,False
A-394366,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3226651,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5563311,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6785845,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2891560,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3444916,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1826260,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1138015,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7599567,False,False,False,False,True,False,False,False,False,False,False,False,False
A-3164054,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1807941,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3440986,False,False,False,False,True,False,False,False,False,False,False,False,False
A-3201990,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5216454,False,False,False,False,False,False,False,False,True,False,False,False,False
A-304846,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7578817,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3296331,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2297260,False,False,False,False,False,False,False,False,True,False,False,False,False
A-1395706,False,False,False,False,False,False,False,False,True,False,False,False,False
A-875664,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3224188,False,False,True,False,False,False,False,False,False,True,False,False,False
A-4301228,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1667272,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1340249,True,False,True,False,False,False,False,False,True,False,False,True,False
A-5090013,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1854864,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2793262,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2562452,False,False,True,False,False,False,False,False,False,False,False,True,False
A-5726092,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6602323,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3436063,False,False,True,False,False,False,False,False,False,False,False,True,False
A-6388081,False,True,True,False,False,False,False,False,False,False,True,False,False
A-5231552,False,False,True,False,False,False,False,False,False,False,False,True,False
A-7734038,False,False,False,False,True,False,False,False,False,False,False,False,False
A-675622,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3070477,False,False,True,False,False,False,False,False,False,False,False,True,False
A-3782911,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5498418,False,False,False,False,False,False,False,False,False,False,False,False,False
A-265666,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6896869,False,False,True,False,False,False,False,False,False,False,False,True,False
A-296228,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3386935,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3189995,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4794420,True,False,True,False,False,False,False,False,True,False,False,True,False
A-452740,False,False,False,True,False,False,False,False,False,False,False,True,False
A-290695,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1875007,False,False,True,False,False,False,False,False,False,False,False,True,False
A-5947290,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2726071,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1627711,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3435095,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2645679,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4668676,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4154452,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3250586,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2056294,False,False,False,False,False,False,False,False,False,True,False,False,False
A-6328201,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4913741,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4373269,False,False,False,False,False,False,False,False,False,True,False,False,False
A-3241969,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7627950,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2127270,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6599838,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6878366,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2411086,False,False,True,False,False,False,False,False,False,False,False,False,False
A-1031746,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1276266,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1856970,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2202449,False,False,False,True,False,False,False,False,False,False,False,False,False
A-5297395,True,False,True,False,False,False,False,False,False,True,False,False,False
A-1750196,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2810241,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5802356,False,False,True,False,False,False,False,False,False,False,False,False,False
A-334435,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2570347,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1433103,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1331946,False,False,False,False,False,False,False,False,False,False,False,True,False
A-722840,False,False,False,False,False,False,False,False,False,False,False,False,False
A-536381,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2027743,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2391633,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2537925,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4218782,False,False,False,False,False,False,False,False,False,False,False,False,False
A-486004,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2093149,False,False,False,False,False,False,False,False,False,False,False,False,False
A-281041,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2069250,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2268187,False,False,True,True,False,False,False,False,False,False,False,True,False
A-1403038,False,False,False,False,False,False,False,False,False,True,False,False,False
A-2596703,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5754208,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3432292,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7472859,False,False,True,False,False,False,False,False,False,False,False,False,False
A-5991129,True,False,False,False,False,False,False,False,True,False,False,False,False
A-433178,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7017347,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5526943,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1418245,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2939981,False,False,True,False,False,False,False,False,False,False,False,True,False
A-4485043,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5008613,False,False,False,False,True,False,False,False,False,False,False,False,False
A-280043,False,False,True,False,False,False,False,False,False,False,False,True,False
A-3039036,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1938611,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1099349,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2382857,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3568648,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3166504,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4026605,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7178782,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2673323,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2701144,False,False,True,True,False,False,False,False,False,False,False,True,False
A-1005845,False,False,False,False,False,False,False,False,False,False,False,False,False
A-282145,False,False,False,False,False,False,False,False,False,False,False,False,False
A-452481,False,False,True,False,False,False,False,False,False,False,False,True,False
A-712937,False,False,False,False,False,False,False,False,False,False,False,False,False
A-434677,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1717411,False,False,False,False,False,False,False,False,False,False,False,False,False
A-796474,False,False,True,False,False,False,False,False,False,False,False,False,False
A-5286591,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4295496,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3009556,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2636473,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1933482,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2143580,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3161946,False,False,False,False,False,False,False,False,False,True,False,False,False
A-431237,True,False,False,False,False,False,False,False,False,False,False,False,False
A-4048376,False,False,False,False,False,False,False,False,False,False,False,False,False
A-516417,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6633875,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7043309,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7185365,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6828469,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1859621,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2181864,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1441714,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4162120,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4269944,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6425787,False,False,False,False,True,False,False,False,False,False,False,False,False
A-649588,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5876998,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2056038,False,False,False,False,False,False,False,False,False,False,False,False,False
A-520504,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5732293,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2192889,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1561453,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7058330,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6390578,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7470216,False,False,False,False,True,False,False,False,False,False,False,False,False
A-3041712,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2745699,False,False,True,False,False,False,False,False,False,False,False,False,False
A-707903,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2923669,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4468105,False,False,False,False,False,False,False,False,False,False,False,False,False
A-392643,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7129122,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2745770,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2611719,False,False,False,False,False,False,False,False,False,False,False,False,False
A-387405,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2217343,False,False,True,False,False,False,False,False,False,False,False,True,False
A-451836,False,False,False,False,False,False,False,False,False,False,False,True,False
A-4391066,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7253586,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1227399,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1987944,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1227396,False,False,False,False,False,False,False,False,False,False,False,True,False
A-389489,False,False,False,True,False,False,False,False,False,False,False,True,False
A-5147430,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1785384,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5112136,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5825769,False,False,False,False,True,False,False,False,False,False,False,False,False
A-265201,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6865840,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2801400,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4659042,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2434384,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2973925,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3823596,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7205392,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5665105,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1402830,False,False,True,False,False,False,False,False,False,False,False,True,False
A-1724592,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3079025,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2642919,False,False,False,False,False,False,False,False,False,False,False,False,False
A-981801,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4639745,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3149714,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2694506,False,False,False,True,True,False,False,False,False,False,False,True,False
A-281263,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3031537,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3159709,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2283165,False,False,False,False,False,False,False,False,False,False,False,False,False
A-279098,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1407200,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1637545,False,False,False,False,True,False,False,False,False,False,False,False,False
A-264756,False,False,False,False,False,False,False,False,False,False,False,False,False
A-894913,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4219987,False,False,False,False,False,False,False,False,False,False,False,False,False
A-799410,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4178359,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2690838,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3308994,False,False,False,False,True,False,False,False,False,False,False,True,False
A-7210470,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2177895,False,False,False,False,True,False,False,False,False,False,False,True,False
A-3276027,False,False,False,False,False,False,False,False,False,True,False,False,False
A-1181638,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1962816,False,False,False,False,False,False,False,False,False,True,False,False,False
A-6350477,False,False,False,False,False,False,False,False,False,True,False,False,False
A-2169109,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2429038,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2862427,False,False,False,False,False,False,False,False,False,False,False,False,False
A-488482,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1694701,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1931773,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1119593,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7632533,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1854679,False,False,False,True,False,False,False,False,False,False,False,False,False
A-2486822,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1228797,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2073851,False,False,False,False,False,False,False,False,False,False,False,False,False
A-273771,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6542264,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1884271,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4056709,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4988656,False,False,False,False,False,False,False,False,False,False,False,False,False
A-300482,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2691681,False,False,False,False,False,False,False,False,False,False,False,False,False
A-266443,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2908749,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3875509,False,False,False,False,False,False,False,False,False,False,False,False,False
A-389905,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2825463,False,False,True,False,False,False,False,False,True,False,False,True,False
A-2524714,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3098414,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2696732,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2307912,True,False,True,False,False,False,False,False,False,False,False,False,False
A-1596516,False,False,True,False,False,False,False,False,True,False,False,True,False
A-2611612,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1606284,False,False,False,False,False,False,False,False,False,False,False,False,False
A-334640,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3611202,False,False,False,False,True,False,False,False,False,False,False,False,False
A-4108339,False,False,False,False,False,False,False,False,False,False,False,False,False
A-335093,False,False,False,False,False,False,False,False,False,False,False,False,False
A-281562,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7010433,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2935573,False,False,True,False,False,False,False,False,False,False,False,False,False
A-2918138,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6695249,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1342260,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3439533,False,False,False,False,False,False,False,False,False,False,False,False,False
A-865029,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1261351,False,False,False,False,False,False,False,False,False,False,False,False,False
A-4978490,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2419693,False,False,True,False,False,False,False,False,False,False,False,False,False
A-913270,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3166907,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5561113,False,False,False,False,False,False,False,False,False,False,False,False,False
A-451999,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3435123,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3048900,False,False,True,False,False,False,False,False,False,False,False,True,False
A-4678236,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2159973,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2063125,True,False,False,False,False,False,False,False,True,False,False,False,False
A-386761,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2502964,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1451173,False,False,True,False,False,False,False,False,False,False,False,True,False
A-274312,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6324839,False,False,True,False,False,False,False,False,False,False,False,False,False
A-990662,False,False,False,False,False,False,False,False,False,False,False,True,False
A-5308495,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2903807,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1709803,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1418008,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3093331,False,False,False,False,False,False,False,False,False,False,False,False,False
A-276001,False,False,False,False,False,False,False,False,False,False,False,True,False
A-279269,False,False,True,False,False,False,False,False,False,True,False,False,False
A-2258952,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6932040,False,False,False,False,True,False,False,False,False,False,False,False,False
A-7050083,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3438302,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1249074,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1775743,False,False,False,False,False,False,False,False,False,False,False,True,False
A-7001238,False,False,False,False,True,False,False,False,False,False,False,False,False
A-453285,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7126146,False,False,False,False,False,False,False,False,False,False,False,False,False
A-529456,False,False,False,False,False,False,False,False,False,False,False,False,False
A-5364136,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1285880,False,False,False,False,False,False,False,False,False,False,False,False,False
A-973873,False,False,False,False,False,False,False,False,False,False,False,False,False
A-999269,False,False,True,False,False,False,False,False,False,True,False,False,False
A-968265,False,False,False,False,False,False,False,False,False,False,False,False,False
A-453300,True,False,False,False,False,False,False,False,True,False,False,True,False
A-7611858,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3028505,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2316087,False,False,False,False,False,False,False,False,False,False,False,False,False
A-761329,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2705954,False,False,False,False,False,False,False,False,False,False,False,False,False
A-435753,False,False,False,False,False,False,False,False,False,False,False,True,False
A-298751,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3117031,False,False,False,False,False,False,False,False,False,False,False,True,False
A-430642,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2197174,False,False,True,False,False,False,True,False,False,False,False,True,False
A-4020568,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2464283,False,False,False,False,False,False,False,False,False,False,False,False,False
A-511015,False,False,False,False,False,False,False,False,False,False,False,False,False
A-3172169,False,False,False,False,False,False,False,False,False,False,False,False,False
A-6318837,False,False,False,False,False,False,False,False,False,False,False,False,False
A-525423,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6884933,False,False,False,False,False,False,False,False,False,True,False,False,False
A-1993398,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1221584,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1498657,False,False,True,False,False,False,False,False,False,False,False,True,False
A-6192188,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6383157,False,False,False,False,False,False,False,False,False,False,False,False,False
A-682170,False,False,False,False,False,False,False,False,False,False,False,True,False
A-3426687,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2596881,False,False,False,False,True,False,False,False,False,False,False,False,False
A-2736973,False,False,False,False,False,False,False,False,False,False,False,False,False
A-1482443,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2498585,False,False,False,False,False,False,False,False,False,False,False,False,False
A-272750,False,False,False,False,False,False,False,False,False,False,False,True,False
A-6109188,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2688262,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2237857,False,False,False,False,False,False,False,False,False,False,False,False,False
A-429794,False,False,False,False,True,False,False,False,False,False,False,False,False
A-1520179,False,False,False,False,False,False,False,False,True,False,False,True,False
A-450268,False,False,False,False,False,False,False,False,False,False,False,False,False
A-537497,False,False,False,False,False,False,False,False,False,False,False,False,False
A-297912,False,False,False,False,False,False,False,False,False,False,False,True,False
A-684379,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2179020,False,False,False,False,False,False,False,False,False,False,False,False,False
A-7226926,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2437530,False,False,False,False,False,False,False,False,False,False,False,False,False
A-2277790,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2729867,False,False,False,False,False,False,False,False,False,False,False,True,False
A-2192225,False,False,True,False,True,False,False,False,False,False,False,True,False
A-758713,False,False,False,False,False,False,False,False,False,True,False,False,False
A-298623,False,False,False,False,False,False,False,False,False,False,False,False,False
A-277900,False,False,False,False,False,False,False,False,False,False,False,True,False
A-1627672,False,False,True,False,False,False,False,False,False,False,False,True,False
A-2060713,False,False,False,False,False,False,False,False,False,False,False,False,False
